Loan_ID,Customer_ID,Branch_ID,Loan_Type,Loan_Purpose,Loan_Application_Date,Approval_Date,Loan_Amount,Loan_Amount_Category,Interest_Rate,Loan_Tenure_Months,Monthly_Installment,Loan_Status,Loan_Approval_Flag,Risk_Category,Default_Probability,Default_Flag,Outstanding_Debt,Debt_to_Income_Ratio,Debt_to_Income_Category,Estimated_Annual_Interest
LN-106225,CUST-16225,BR-009,Home Loan,Home Purchase,2023-11-16,2023-11-30,550000.0,Jumbo (>=$200k),4.26,180,4140.32,Approved,1,Low Risk,0.008,0,16735.2,0.0912,Low (<20%),23430.0
LN-117000,CUST-27000,BR-010,Auto Loan,New Vehicle,2024-01-29,2024-02-06,43600.0,Medium ($25k-$75k),4.22,48,988.74,Approved,1,Low Risk,0.008,0,27171.84,0.1952,Low (<20%),1839.92
LN-113764,CUST-23764,BR-001,Auto Loan,New Vehicle,2023-01-14,2023-01-27,32100.0,Medium ($25k-$75k),8.28,48,787.88,Approved,1,Low Risk,0.019,0,23929.3,0.271,Moderate (20-35%),2657.88
LN-100961,CUST-10961,BR-015,Auto Loan,New Vehicle,2021-05-03,,11800.0,Small ($10k-$25k),8.65,48,291.69,Rejected,0,Medium Risk,0.0858,0,11139.29,0.4141,Manageable (36-49%),1020.7
LN-107287,CUST-17287,BR-009,Education Loan,Undergraduate Studies,2022-08-25,2022-09-01,50400.0,Medium ($25k-$75k),6.83,180,448.23,Approved,1,Low Risk,0.0304,0,35704.8,0.324,Moderate (20-35%),3442.32
LN-113192,CUST-23192,BR-010,Personal Loan,Wedding,2023-11-11,2023-11-19,7900.0,Micro (<$10k),10.3,24,365.64,Approved,1,Low Risk,0.0107,0,16576.56,0.1771,Low (<20%),813.7
LN-106668,CUST-16668,BR-013,Education Loan,Vocational Training,2021-10-17,2021-10-22,76100.0,Large ($75k-$200k),4.88,60,1431.92,Approved,1,Low Risk,0.008,0,17750.79,0.1553,Low (<20%),3713.68
LN-110079,CUST-20079,BR-015,Home Loan,Home Purchase,2023-12-13,2023-12-26,485500.0,Jumbo (>=$200k),5.45,180,3954.07,Approved,1,Low Risk,0.008,0,44640.66,0.3387,Moderate (20-35%),26459.75
LN-119193,CUST-29193,BR-008,Education Loan,Graduate School,2021-03-10,2021-03-19,43600.0,Medium ($25k-$75k),4.43,180,331.98,Approved,1,Low Risk,0.008,0,8643.6,0.1176,Low (<20%),1931.48
LN-101202,CUST-11202,BR-007,Business Loan,Business Expansion,2024-01-21,,16600.0,Small ($10k-$25k),8.44,84,262.39,Rejected,0,Low Risk,0.0247,0,4982.93,0.2753,Moderate (20-35%),1401.04
LN-103493,CUST-13493,BR-008,Business Loan,Working Capital,2021-04-04,,65200.0,Medium ($25k-$75k),11.03,60,1418.58,Rejected,0,High Risk,0.1976,0,22171.89,0.5317,Critical (>=50%),7191.56
LN-106329,CUST-16329,BR-003,Home Loan,Home Purchase,2022-02-10,2022-02-19,336400.0,Jumbo (>=$200k),5.47,360,1903.72,Approved,1,Low Risk,0.008,0,37228.41,0.3321,Moderate (20-35%),18401.08
LN-118944,CUST-28944,BR-008,Auto Loan,Used Vehicle,2023-06-21,2023-07-02,21400.0,Small ($10k-$25k),7.52,72,370.22,Approved,1,Low Risk,0.0172,0,13454.91,0.3051,Moderate (20-35%),1609.28
LN-102449,CUST-12449,BR-001,Personal Loan,Debt Consolidation,2024-04-07,2024-04-14,7600.0,Micro (<$10k),12.95,24,361.14,Approved,1,Medium Risk,0.1135,0,13979.7,0.317,Moderate (20-35%),984.2
LN-107525,CUST-17525,BR-001,Auto Loan,Used Vehicle,2023-12-30,2024-01-10,75000.0,Large ($75k-$200k),7.66,48,1819.02,Approved,1,Low Risk,0.0164,0,52344.58,0.2986,Moderate (20-35%),5745.0
LN-104490,CUST-14490,BR-007,Education Loan,Undergraduate Studies,2023-01-29,2023-02-12,10500.0,Small ($10k-$25k),6.58,120,119.65,Approved,1,Low Risk,0.0212,0,6721.11,0.1971,Low (<20%),690.9
LN-102865,CUST-12865,BR-013,Education Loan,Vocational Training,2022-01-23,2022-02-03,14500.0,Small ($10k-$25k),6.87,60,286.23,Approved,1,Low Risk,0.0243,0,17239.56,0.3354,Moderate (20-35%),996.15
LN-105454,CUST-15454,BR-003,Home Loan,Home Purchase,2023-01-09,2023-01-13,257200.0,Jumbo (>=$200k),5.31,240,1741.76,Approved,1,Low Risk,0.0108,0,20539.35,0.3511,Manageable (36-49%),13657.32
LN-119633,CUST-29633,BR-007,Business Loan,Working Capital,2022-07-21,2022-07-31,82400.0,Large ($75k-$200k),9.16,120,1050.96,Approved,1,Low Risk,0.0293,0,30750.93,0.3303,Moderate (20-35%),7547.84
LN-105355,CUST-15355,BR-001,Home Loan,Home Purchase,2023-03-28,2023-04-01,550000.0,Jumbo (>=$200k),4.3,360,2721.79,Approved,1,Low Risk,0.008,0,33730.16,0.1439,Low (<20%),23650.0
LN-110312,CUST-20312,BR-002,Education Loan,Undergraduate Studies,2021-12-08,2021-12-15,64800.0,Medium ($25k-$75k),5.33,60,1232.68,Approved,1,Low Risk,0.008,0,23647.13,0.1801,Low (<20%),3453.84
LN-119557,CUST-29557,BR-011,Personal Loan,Wedding,2021-08-02,2021-08-11,8900.0,Micro (<$10k),10.42,36,288.94,Approved,1,Low Risk,0.0084,0,7760.8,0.1744,Low (<20%),927.38
LN-112417,CUST-22417,BR-015,Home Loan,Home Purchase,2021-04-18,,141000.0,Large ($75k-$200k),8.52,360,1086.17,Rejected,0,Medium Risk,0.1371,0,25485.6,0.4551,Manageable (36-49%),12013.2
LN-118682,CUST-28682,BR-004,Home Loan,Home Purchase,2021-12-21,2021-12-25,391700.0,Jumbo (>=$200k),6.69,240,2964.39,Approved,1,Low Risk,0.0206,0,31674.38,0.2813,Moderate (20-35%),26204.73
LN-112507,CUST-22507,BR-011,Personal Loan,Wedding,2021-09-14,,4800.0,Micro (<$10k),14.11,24,230.71,Rejected,0,High Risk,0.2895,0,7264.95,0.3885,Manageable (36-49%),677.28
LN-106341,CUST-16341,BR-007,Auto Loan,Used Vehicle,2022-11-17,2022-11-24,19600.0,Small ($10k-$25k),8.76,60,404.58,Approved,1,Medium Risk,0.1028,0,32356.17,0.3381,Moderate (20-35%),1716.96
LN-116353,CUST-26353,BR-008,Education Loan,Graduate School,2021-08-18,2021-08-23,53500.0,Medium ($25k-$75k),3.97,84,730.54,Approved,1,Low Risk,0.008,0,15128.75,0.1225,Low (<20%),2123.95
LN-107970,CUST-17970,BR-008,Home Loan,Refinance,2021-06-15,,65200.0,Medium ($25k-$75k),7.46,360,454.1,Rejected,0,Low Risk,0.0411,0,8337.04,0.4531,Manageable (36-49%),4863.92
LN-116265,CUST-26265,BR-011,Business Loan,Working Capital,2022-04-16,2022-04-20,62700.0,Medium ($25k-$75k),7.99,36,1964.5,Approved,1,Low Risk,0.008,0,5913.33,0.1317,Low (<20%),5009.73
LN-110338,CUST-20338,BR-008,Auto Loan,New Vehicle,2021-10-05,2021-10-19,74200.0,Medium ($25k-$75k),4.82,72,1188.8,Approved,1,Low Risk,0.008,0,16329.3,0.1185,Low (<20%),3576.44
LN-108301,CUST-18301,BR-013,Business Loan,Working Capital,2022-08-31,,42600.0,Medium ($25k-$75k),11.12,24,1987.87,Pending,0,High Risk,0.2028,0,18310.93,0.4499,Manageable (36-49%),4737.12
LN-110187,CUST-20187,BR-002,Home Loan,Refinance,2021-03-27,2021-04-03,550000.0,Jumbo (>=$200k),3.73,360,2540.9,Approved,1,Low Risk,0.008,0,46501.44,0.2832,Moderate (20-35%),20515.0
LN-110093,CUST-20093,BR-008,Home Loan,Home Purchase,2023-03-17,2023-03-24,497700.0,Jumbo (>=$200k),4.44,180,3792.13,Approved,1,Low Risk,0.008,0,20465.92,0.1888,Low (<20%),22097.88
LN-116718,CUST-26718,BR-015,Education Loan,Undergraduate Studies,2024-03-08,2024-03-13,23200.0,Small ($10k-$25k),3.39,84,310.64,Approved,1,Low Risk,0.008,0,6689.55,0.0831,Low (<20%),786.48
LN-102196,CUST-12196,BR-011,Home Loan,Home Improvement,2023-01-16,2023-01-30,99600.0,Large ($75k-$200k),4.9,180,782.45,Approved,1,Low Risk,0.008,0,6402.78,0.3006,Moderate (20-35%),4880.4
LN-109484,CUST-19484,BR-014,Auto Loan,Used Vehicle,2024-02-03,,35000.0,Medium ($25k-$75k),8.21,72,617.26,Rejected,0,Low Risk,0.0257,0,36340.6,0.218,Moderate (20-35%),2873.5
LN-102116,CUST-12116,BR-002,Home Loan,Refinance,2021-04-25,2021-05-01,431500.0,Jumbo (>=$200k),4.79,240,2797.89,Approved,1,Low Risk,0.008,0,22361.32,0.2084,Moderate (20-35%),20668.85
LN-119828,CUST-29828,BR-001,Home Loan,Home Purchase,2024-03-14,,398700.0,Jumbo (>=$200k),4.16,360,1940.41,Pending,0,Low Risk,0.008,0,9807.0,0.105,Low (<20%),16585.92
LN-105032,CUST-15032,BR-001,Auto Loan,New Vehicle,2021-04-17,2021-04-21,45700.0,Medium ($25k-$75k),4.67,60,855.52,Approved,1,Low Risk,0.008,0,15915.2,0.1421,Low (<20%),2134.19
LN-113452,CUST-23452,BR-005,Personal Loan,Wedding,2023-04-21,2023-04-24,14700.0,Small ($10k-$25k),11.7,12,1304.02,Approved,1,Low Risk,0.0346,0,19756.49,0.1831,Low (<20%),1719.9
LN-119274,CUST-29274,BR-011,Home Loan,Home Purchase,2022-09-10,,82400.0,Large ($75k-$200k),7.97,360,602.9,Rejected,0,Medium Risk,0.0767,0,11150.0,0.5,Critical (>=50%),6567.28
LN-114268,CUST-24268,BR-009,Home Loan,Home Purchase,2021-06-16,2021-06-27,521700.0,Jumbo (>=$200k),4.78,180,4066.03,Approved,1,Low Risk,0.008,0,32931.74,0.2126,Moderate (20-35%),24937.26
LN-101164,CUST-11164,BR-014,Home Loan,Home Purchase,2023-07-16,2023-07-23,107400.0,Large ($75k-$200k),5.6,180,883.26,Approved,1,Low Risk,0.008,0,6202.07,0.2161,Moderate (20-35%),6014.4
LN-118172,CUST-28172,BR-012,Personal Loan,Debt Consolidation,2024-01-14,2024-01-20,5700.0,Micro (<$10k),12.07,12,506.62,Approved,1,Low Risk,0.0457,0,13078.52,0.3593,Manageable (36-49%),687.99
LN-108345,CUST-18345,BR-011,Home Loan,Refinance,2022-06-22,2022-06-29,391000.0,Jumbo (>=$200k),7.01,360,2603.96,Approved,1,Low Risk,0.0206,0,28326.9,0.329,Moderate (20-35%),27409.1
LN-112599,CUST-22599,BR-013,Auto Loan,New Vehicle,2023-10-28,2023-11-01,10000.0,Small ($10k-$25k),5.91,48,234.44,Approved,1,Low Risk,0.008,0,4675.44,0.1288,Low (<20%),591.0
LN-111854,CUST-21854,BR-002,Home Loan,Home Purchase,2021-09-25,2021-10-09,45600.0,Medium ($25k-$75k),5.46,180,371.62,Approved,1,Low Risk,0.0123,0,4404.6,0.2447,Moderate (20-35%),2489.76
LN-111352,CUST-21352,BR-014,Home Loan,Home Purchase,2024-03-18,2024-03-29,384400.0,Jumbo (>=$200k),4.04,240,2337.5,Approved,1,Low Risk,0.008,0,9595.6,0.1043,Low (<20%),15529.76
LN-119347,CUST-29347,BR-015,Personal Loan,Medical Expenses,2023-02-12,2023-02-23,4300.0,Micro (<$10k),10.11,36,138.97,Approved,1,Low Risk,0.008,0,5958.48,0.1221,Low (<20%),434.73
LN-119766,CUST-29766,BR-011,Home Loan,Home Purchase,2024-01-17,2024-01-23,390500.0,Jumbo (>=$200k),5.75,180,3242.75,Approved,1,Low Risk,0.0105,0,29586.2,0.3019,Moderate (20-35%),22453.75
LN-100409,CUST-10409,BR-011,Education Loan,Undergraduate Studies,2023-03-10,2023-03-13,44500.0,Medium ($25k-$75k),6.27,60,865.91,Approved,1,Low Risk,0.0182,0,31679.08,0.2774,Moderate (20-35%),2790.15
LN-103506,CUST-13506,BR-007,Home Loan,Refinance,2021-04-15,2021-04-20,324200.0,Jumbo (>=$200k),5.35,240,2202.75,Approved,1,Low Risk,0.0083,0,45289.92,0.3952,Manageable (36-49%),17344.7
LN-113095,CUST-23095,BR-002,Home Loan,Home Purchase,2021-04-08,2021-04-12,385600.0,Jumbo (>=$200k),4.11,180,2873.54,Approved,1,Low Risk,0.008,0,19609.28,0.1864,Low (<20%),15848.16
LN-111635,CUST-21635,BR-010,Personal Loan,Major Purchase,2024-04-03,2024-04-09,8400.0,Micro (<$10k),11.64,24,394.01,Approved,1,Low Risk,0.0338,0,8533.84,0.2488,Moderate (20-35%),977.76
LN-103422,CUST-13422,BR-007,Home Loan,Home Improvement,2021-09-27,2021-10-02,550000.0,Jumbo (>=$200k),5.64,360,3171.32,Approved,1,Low Risk,0.0088,0,30446.81,0.1943,Low (<20%),31020.0
LN-101513,CUST-11513,BR-010,Business Loan,Business Expansion,2022-02-17,2022-02-20,100500.0,Large ($75k-$200k),7.62,60,2019.55,Approved,1,Low Risk,0.008,0,4906.94,0.0698,Low (<20%),7658.1
LN-108940,CUST-18940,BR-001,Home Loan,Home Improvement,2023-08-22,2023-08-25,499800.0,Jumbo (>=$200k),6.24,360,3074.1,Approved,1,Low Risk,0.0214,0,87567.21,0.5497,Critical (>=50%),31187.52
LN-107705,CUST-17705,BR-004,Personal Loan,Home Renovation,2023-12-10,2023-12-18,31100.0,Medium ($25k-$75k),9.76,60,657.12,Approved,1,Low Risk,0.0083,0,11964.48,0.1056,Low (<20%),3035.36
LN-103001,CUST-13001,BR-004,Personal Loan,Debt Consolidation,2023-08-11,2023-08-20,19400.0,Small ($10k-$25k),12.02,60,431.74,Approved,1,Medium Risk,0.0508,0,18708.19,0.2081,Moderate (20-35%),2331.88
LN-119883,CUST-29883,BR-005,Auto Loan,New Vehicle,2021-08-15,2021-08-22,42500.0,Medium ($25k-$75k),7.91,48,1035.75,Approved,1,Low Risk,0.0413,0,33856.65,0.4185,Manageable (36-49%),3361.75
LN-111995,CUST-21995,BR-004,Auto Loan,Used Vehicle,2021-08-21,2021-09-04,18100.0,Small ($10k-$25k),7.75,72,315.15,Approved,1,Low Risk,0.024,0,11286.66,0.2443,Moderate (20-35%),1402.75
LN-102636,CUST-12636,BR-013,Education Loan,Undergraduate Studies,2023-11-19,2023-12-02,16800.0,Small ($10k-$25k),4.64,84,234.62,Approved,1,Low Risk,0.008,0,5458.2,0.1654,Low (<20%),779.52
LN-100829,CUST-10829,BR-005,Auto Loan,New Vehicle,2021-06-07,,36500.0,Medium ($25k-$75k),6.28,60,710.41,Rejected,0,Low Risk,0.008,0,10399.95,0.1089,Low (<20%),2292.2
LN-119294,CUST-29294,BR-010,Home Loan,Home Purchase,2023-03-23,2023-03-29,100200.0,Large ($75k-$200k),6.24,240,731.81,Approved,1,Low Risk,0.0131,0,9811.15,0.3095,Moderate (20-35%),6252.48
LN-101428,CUST-11428,BR-008,Home Loan,Refinance,2022-05-17,2022-05-25,265900.0,Jumbo (>=$200k),4.78,360,1391.87,Approved,1,Low Risk,0.008,0,18857.88,0.1838,Low (<20%),12710.02
LN-119047,CUST-29047,BR-014,Personal Loan,Home Renovation,2022-04-14,2022-04-22,4800.0,Micro (<$10k),10.5,60,103.17,Approved,1,Low Risk,0.0087,0,4400.84,0.1636,Low (<20%),504.0
LN-117648,CUST-27648,BR-010,Home Loan,Home Purchase,2022-06-08,,175700.0,Large ($75k-$200k),7.0,240,1362.2,Rejected,0,Low Risk,0.034,0,17662.36,0.4051,Manageable (36-49%),12299.0
LN-102021,CUST-12021,BR-011,Home Loan,Refinance,2022-12-25,2023-01-03,276400.0,Jumbo (>=$200k),6.52,180,2410.78,Approved,1,Low Risk,0.0231,0,34668.06,0.4137,Manageable (36-49%),18021.28
LN-100504,CUST-10504,BR-001,Home Loan,Refinance,2023-05-02,2023-05-14,510900.0,Jumbo (>=$200k),4.52,360,2594.73,Approved,1,Low Risk,0.008,0,52274.79,0.3041,Moderate (20-35%),23092.68
LN-116814,CUST-26814,BR-010,Home Loan,Home Purchase,2023-04-06,2023-04-16,247700.0,Jumbo (>=$200k),4.26,360,1219.99,Approved,1,Low Risk,0.008,0,11348.7,0.1991,Low (<20%),10552.02
LN-101536,CUST-11536,BR-007,Education Loan,Vocational Training,2023-09-21,2023-10-03,43300.0,Medium ($25k-$75k),4.77,84,607.33,Approved,1,Low Risk,0.008,0,12426.0,0.1425,Low (<20%),2065.41
LN-109772,CUST-19772,BR-001,Personal Loan,Debt Consolidation,2024-03-30,2024-04-06,16500.0,Small ($10k-$25k),9.59,48,415.24,Approved,1,Low Risk,0.008,0,10544.78,0.0878,Low (<20%),1582.35
LN-105051,CUST-15051,BR-002,Auto Loan,Used Vehicle,2023-08-15,2023-08-22,49500.0,Medium ($25k-$75k),7.41,36,1537.71,Approved,1,Low Risk,0.0217,0,18875.64,0.1954,Low (<20%),3667.95
LN-115432,CUST-25432,BR-004,Education Loan,Vocational Training,2021-05-12,2021-05-16,30300.0,Medium ($25k-$75k),3.32,84,404.75,Approved,1,Low Risk,0.008,0,17145.84,0.1592,Low (<20%),1005.96
LN-107295,CUST-17295,BR-006,Personal Loan,Debt Consolidation,2022-09-03,2022-09-17,11300.0,Small ($10k-$25k),10.96,24,526.46,Approved,1,Low Risk,0.0123,0,13561.98,0.1517,Low (<20%),1238.48
LN-107639,CUST-17639,BR-008,Home Loan,Home Purchase,2024-01-04,2024-01-09,128400.0,Large ($75k-$200k),6.32,180,1105.84,Approved,1,Low Risk,0.0097,0,10032.13,0.2647,Moderate (20-35%),8114.88
LN-111496,CUST-21496,BR-002,Personal Loan,Medical Expenses,2024-03-06,,4300.0,Micro (<$10k),11.59,36,141.98,Rejected,0,Low Risk,0.0162,0,3529.8,0.1961,Low (<20%),498.37
LN-101572,CUST-11572,BR-008,Personal Loan,Medical Expenses,2022-06-19,2022-06-24,14100.0,Small ($10k-$25k),11.69,48,369.16,Approved,1,Low Risk,0.0313,0,14082.6,0.2395,Moderate (20-35%),1648.29
LN-116549,CUST-26549,BR-010,Home Loan,Home Purchase,2022-10-13,2022-10-17,173300.0,Large ($75k-$200k),6.1,360,1050.19,Approved,1,Low Risk,0.0088,0,15684.21,0.2283,Moderate (20-35%),10571.3
LN-111742,CUST-21742,BR-006,Personal Loan,Debt Consolidation,2023-12-14,2023-12-23,20900.0,Small ($10k-$25k),11.02,60,454.63,Approved,1,Low Risk,0.0096,0,30872.34,0.2754,Moderate (20-35%),2303.18
LN-112103,CUST-22103,BR-001,Auto Loan,New Vehicle,2022-02-08,2022-02-13,17500.0,Small ($10k-$25k),6.83,36,538.99,Approved,1,Low Risk,0.0099,0,26803.7,0.3245,Moderate (20-35%),1195.25
LN-105413,CUST-15413,BR-007,Home Loan,Home Purchase,2023-02-07,2023-02-19,460500.0,Jumbo (>=$200k),6.65,180,4049.52,Approved,1,Low Risk,0.0204,0,37479.6,0.348,Moderate (20-35%),30623.25
LN-104345,CUST-14345,BR-009,Home Loan,Home Purchase,2021-05-23,,81500.0,Large ($75k-$200k),8.05,360,600.86,Rejected,0,Medium Risk,0.0801,0,14984.59,0.4727,Manageable (36-49%),6560.75
LN-119287,CUST-29287,BR-011,Education Loan,Graduate School,2023-09-13,2023-09-26,32500.0,Medium ($25k-$75k),5.87,60,626.35,Approved,1,Low Risk,0.009,0,16513.5,0.2725,Moderate (20-35%),1907.75
LN-115095,CUST-25095,BR-005,Auto Loan,New Vehicle,2023-04-30,2023-05-09,19000.0,Small ($10k-$25k),6.73,48,452.6,Approved,1,Low Risk,0.0086,0,23209.9,0.3269,Moderate (20-35%),1278.7
LN-103316,CUST-13316,BR-014,Education Loan,Graduate School,2023-06-17,,8200.0,Micro (<$10k),7.59,84,126.14,Pending,0,Medium Risk,0.0784,0,9367.1,0.3986,Manageable (36-49%),622.38
LN-114725,CUST-24725,BR-003,Home Loan,Home Purchase,2022-12-29,2023-01-01,214500.0,Jumbo (>=$200k),5.55,360,1224.64,Approved,1,Low Risk,0.008,0,18638.73,0.3091,Moderate (20-35%),11904.75
LN-102459,CUST-12459,BR-002,Auto Loan,New Vehicle,2022-09-13,2022-09-19,20000.0,Small ($10k-$25k),6.65,72,337.63,Approved,1,Low Risk,0.0151,0,13354.95,0.3381,Moderate (20-35%),1330.0
LN-108047,CUST-18047,BR-009,Auto Loan,Used Vehicle,2023-05-26,,8200.0,Micro (<$10k),6.77,72,138.9,Rejected,0,Low Risk,0.0122,0,12975.75,0.3555,Manageable (36-49%),555.14
LN-115336,CUST-25336,BR-003,Auto Loan,New Vehicle,2023-07-30,2023-08-07,61000.0,Medium ($25k-$75k),5.87,72,1007.21,Approved,1,Low Risk,0.008,0,34520.53,0.2189,Moderate (20-35%),3580.7
LN-104442,CUST-14442,BR-001,Education Loan,Vocational Training,2024-05-05,2024-05-19,48800.0,Medium ($25k-$75k),4.01,120,494.31,Approved,1,Low Risk,0.008,0,31789.36,0.2531,Moderate (20-35%),1956.88
LN-117393,CUST-27393,BR-010,Personal Loan,Debt Consolidation,2021-10-26,2021-11-09,20700.0,Small ($10k-$25k),12.07,36,688.23,Approved,1,Medium Risk,0.0564,0,44730.92,0.4394,Manageable (36-49%),2498.49
LN-112012,CUST-22012,BR-006,Business Loan,Working Capital,2022-09-02,2022-09-11,85100.0,Large ($75k-$200k),7.56,84,1307.81,Approved,1,Low Risk,0.008,0,15640.52,0.1346,Low (<20%),6433.56
LN-117251,CUST-27251,BR-011,Personal Loan,Major Purchase,2023-03-23,2023-04-01,7900.0,Micro (<$10k),11.72,36,261.34,Approved,1,Low Risk,0.0362,0,8800.32,0.2136,Moderate (20-35%),925.88
LN-100981,CUST-10981,BR-013,Auto Loan,New Vehicle,2021-07-26,,12700.0,Small ($10k-$25k),9.81,72,234.06,Rejected,0,Medium Risk,0.1442,0,16592.89,0.3797,Manageable (36-49%),1245.87
LN-101816,CUST-11816,BR-009,Home Loan,Home Purchase,2024-06-09,2024-06-23,130500.0,Large ($75k-$200k),3.88,240,782.58,Approved,1,Low Risk,0.008,0,8455.46,0.1913,Low (<20%),5063.4
LN-102749,CUST-12749,BR-010,Personal Loan,Home Renovation,2022-05-08,,6400.0,Micro (<$10k),14.26,36,219.55,Rejected,0,Very High Risk,0.3607,0,13058.82,0.5374,Critical (>=50%),912.64
LN-104014,CUST-14014,BR-001,Auto Loan,New Vehicle,2023-04-14,2023-04-17,40100.0,Medium ($25k-$75k),6.44,72,672.93,Approved,1,Low Risk,0.008,0,26312.0,0.2288,Moderate (20-35%),2582.44
LN-118741,CUST-28741,BR-011,Personal Loan,Home Renovation,2024-05-22,,8900.0,Micro (<$10k),13.56,12,797.26,Pending,0,Medium Risk,0.0833,0,23492.0,0.4195,Manageable (36-49%),1206.84
LN-115683,CUST-25683,BR-011,Education Loan,Undergraduate Studies,2021-04-10,2021-04-16,15700.0,Small ($10k-$25k),5.64,84,226.65,Approved,1,Low Risk,0.008,0,4536.18,0.1738,Low (<20%),885.48
LN-102699,CUST-12699,BR-010,Personal Loan,Debt Consolidation,2021-03-26,2021-04-08,12200.0,Small ($10k-$25k),12.76,24,578.64,Approved,1,Medium Risk,0.124,0,52449.66,0.4223,Manageable (36-49%),1556.72
LN-107337,CUST-17337,BR-001,Home Loan,Refinance,2022-10-17,,222200.0,Jumbo (>=$200k),9.28,180,2290.86,Rejected,0,High Risk,0.1633,0,30074.88,0.5874,Critical (>=50%),20620.16
LN-106963,CUST-16963,BR-007,Auto Loan,New Vehicle,2021-04-03,2021-04-08,27500.0,Medium ($25k-$75k),7.38,72,473.88,Approved,1,Low Risk,0.0189,0,18808.8,0.2766,Moderate (20-35%),2029.5
LN-112397,CUST-22397,BR-014,Personal Loan,Medical Expenses,2022-04-18,,11600.0,Small ($10k-$25k),14.31,24,558.65,Rejected,0,Very High Risk,0.353,0,25232.0,0.38,Manageable (36-49%),1659.96
LN-116307,CUST-26307,BR-001,Education Loan,Undergraduate Studies,2024-05-06,,9400.0,Micro (<$10k),10.56,60,202.32,Rejected,0,Very High Risk,0.66,0,15501.0,0.5167,Critical (>=50%),992.64
LN-106678,CUST-16678,BR-002,Business Loan,Equipment Purchase,2024-05-10,2024-05-24,42100.0,Medium ($25k-$75k),10.14,60,897.4,Approved,1,Medium Risk,0.0549,0,14809.6,0.3328,Moderate (20-35%),4268.94
LN-119673,CUST-29673,BR-004,Education Loan,Undergraduate Studies,2021-12-11,,41700.0,Medium ($25k-$75k),6.24,84,613.99,Rejected,0,Low Risk,0.0142,0,28823.4,0.3585,Manageable (36-49%),2602.08
LN-106836,CUST-16836,BR-002,Personal Loan,Major Purchase,2021-01-08,2021-01-19,4600.0,Micro (<$10k),10.92,36,150.42,Approved,1,Low Risk,0.0105,0,6805.19,0.1451,Low (<20%),502.32
LN-103036,CUST-13036,BR-012,Home Loan,Home Improvement,2024-06-15,2024-06-27,313700.0,Jumbo (>=$200k),5.28,360,1738.1,Approved,1,Low Risk,0.008,0,12521.96,0.1639,Low (<20%),16563.36
LN-114654,CUST-24654,BR-007,Auto Loan,New Vehicle,2023-01-29,,69400.0,Medium ($25k-$75k),7.11,48,1665.41,Rejected,0,Low Risk,0.0173,0,53860.34,0.4198,Manageable (36-49%),4934.34
LN-103526,CUST-13526,BR-004,Home Loan,Home Purchase,2023-10-31,2023-11-09,377300.0,Jumbo (>=$200k),5.67,360,2182.68,Approved,1,Low Risk,0.008,0,28226.7,0.2382,Moderate (20-35%),21392.91
LN-100857,CUST-10857,BR-013,Auto Loan,New Vehicle,2022-11-07,2022-11-16,5400.0,Micro (<$10k),6.48,60,105.61,Approved,1,Low Risk,0.0098,0,5822.91,0.2231,Moderate (20-35%),349.92
LN-106358,CUST-16358,BR-002,Business Loan,Business Expansion,2024-04-28,2024-05-11,169200.0,Large ($75k-$200k),7.5,60,3390.42,Approved,1,Low Risk,0.008,0,20899.12,0.2057,Moderate (20-35%),12690.0
LN-117687,CUST-27687,BR-005,Business Loan,Equipment Purchase,2022-06-25,2022-06-29,224200.0,Jumbo (>=$200k),7.38,24,10076.68,Approved,1,Low Risk,0.008,0,21184.24,0.1672,Low (<20%),16545.96
LN-111296,CUST-21296,BR-011,Business Loan,Working Capital,2023-09-14,,115700.0,Large ($75k-$200k),7.84,60,2337.13,Pending,0,Low Risk,0.008,0,13182.64,0.1468,Low (<20%),9070.88
LN-100120,CUST-10120,BR-004,Personal Loan,Medical Expenses,2022-06-05,,10200.0,Small ($10k-$25k),11.92,36,338.4,Rejected,0,Low Risk,0.0377,0,9602.04,0.1491,Low (<20%),1215.84
LN-114397,CUST-24397,BR-002,Education Loan,Undergraduate Studies,2023-11-26,2023-11-30,17100.0,Small ($10k-$25k),7.01,60,338.68,Approved,1,Low Risk,0.0331,0,15000.04,0.3212,Moderate (20-35%),1198.71
LN-104630,CUST-14630,BR-003,Home Loan,Home Purchase,2021-07-29,2021-08-08,447300.0,Jumbo (>=$200k),4.19,360,2184.76,Approved,1,Low Risk,0.008,0,18289.25,0.1493,Low (<20%),18741.87
LN-105501,CUST-15501,BR-004,Business Loan,Working Capital,2024-04-18,2024-05-02,66600.0,Medium ($25k-$75k),8.64,60,1370.9,Approved,1,Low Risk,0.0222,0,15299.34,0.3066,Moderate (20-35%),5754.24
LN-119042,CUST-29042,BR-006,Home Loan,Home Purchase,2022-09-26,2022-10-03,410000.0,Jumbo (>=$200k),5.11,180,3265.8,Approved,1,Low Risk,0.008,0,37597.07,0.2699,Moderate (20-35%),20951.0
LN-101979,CUST-11979,BR-004,Home Loan,Home Purchase,2021-02-20,2021-03-05,350500.0,Jumbo (>=$200k),3.44,240,2021.97,Approved,1,Low Risk,0.008,0,10416.0,0.1085,Low (<20%),12057.2
